4,28,10,24.5,0,0,0,1,1,1,1
2,28,10,28,0,0,0,1,2,2,2
4,28,10,31.5,0,0,0,1,1,1,1
4,31.5,10,0,0,0,0,1,1,1,1
2,31.5,10,3.5,0,0,0,1,2,2,2
4,31.5,10,7,0,0,0,1,1,1,1
2,31.5,10,10.5,0,0,0,1,2,2,2
2,31.5,10,14,0,0,0,1,2,2,2
4,31.5,10,17.5,0,0,0,1,1,1,1
4,31.5,10,21,0,0,0,1,1,1,1
4,31.5,10,24.5,0,0,0,1,1,1,1
2,31.5,10,28,0,0,0,1,2,2,2
2,31.5,10,31.5,0,0,0,1,2,2,2
1,100,100,100,0,0,0,1,16,16,16
1,340,100,100,0,0,0,1,16,16,16
2,120.99949,100,100,0,0,0,1,16,16,16
2,141.99963,100,100,0,0,0,1,16,16,16
2,162.99936,100,100,0,0,0,1,16,16,16
2,183.99911,100,100,0,0,0,1,16,16,16
2,204.99892,100,100,0,0,0,1,16,16,16
2,225.9987,100,100,0,0,0,1,16,16,16
2,246.99863,100,100,0,0,0,1,16,16,16
2,267.99854,100,100,0,0,0,1,16,16,16
2,288.9986,100,100,0,0,0,1,16,16,16
2,309.99857,100,100,0,0,0,1,16,16,16
2,-467.14792,10,-10,0,0,0,1,2,2,2
6,0,-15,-5,0,0,0,1,3,3,3
13,5,-16,-5,0,0,0,1,1.5,1.5,1.5
3,20,0,20,0,0,0,1,12,12,12
3,20,0,50,0,0,0,1,12,12,12
0,0,-20,0,0,0,0,1,400,4,400
9,-54.428997,-14.561914,-72.356064,0,0,0,1,50,2,50
8,-85.62052,-13.34095,26.356062,0,0,0,1,1,1,1
